region_name,region_code,country_name,country_code,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,mean,median,gini,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,reporting_pop,reporting_pce,distribution_type,spl
Europe & Central Asia,ECA,Albania,ALB,national,SILC-C,national,2018,income,4,2016 - 2018,2.15,0.038929823491,0.011322119772,0.005091755975,10.897241682947,9.199628470026,0.359887519014,0.021491020968,0.038550208415,0.051452788906,0.063934622067,0.077324684924,0.091300762542,0.10673536695,0.126765476848,0.162682972132,0.259762096249,2866376,3461.66437422341,micro,5.749814235013
Europe & Central Asia,ECA,Albania,ALB,national,HBS,national,2019,consumption,3,2018 - 2020,2.15,0.0,0.0,0.0,13.749830812247,11.611523963458,0.301157683046,0.035359825851,0.049783410355,0.0602168921,0.069455849736,0.079254147027,0.090381969098,0.103833307577,0.123283361139,0.152291703854,0.236139533262,2854191,3591.29257724492,micro,6.955761981729
Europe & Central Asia,ECA,Albania,ALB,national,HBS,national,2020,consumption,3,2018 - 2020,2.15,0.000212773636,1.1518103e-05,6.23511e-07,13.952189784018,12.064706607362,0.294196298171,0.034180198398,0.050261743249,0.060896200226,0.071092496205,0.08109745104,0.092200084527,0.105630868773,0.124418394428,0.152666423481,0.227556139673,2837849,3489.23343398783,micro,7.182353303681
Other High Income Countries,OHI,United Arab Emirates,ARE,national,HIES,national,2013,income,0,2013 - 2018,2.15,0.0,0.0,0.0,72.450950584942,65.143439461913,0.325104208858,0.023497326715,0.038642840655,0.053066228261,0.06738315328,0.082186395891,0.098176619988,0.11635509094,0.138427579795,0.167911609882,0.214353154593,8787170,15943.3343606467,group,33.721719730956
Other High Income Countries,OHI,United Arab Emirates,ARE,national,HIES,national,2018,income,0,2013 - 2018,2.15,0.0,0.0,0.0,78.775902792305,74.251837213617,0.263990043944,0.028349685726,0.053640054156,0.068373005876,0.079582257661,0.089456065811,0.099174768633,0.109823265722,0.123123811597,0.143671643942,0.204805440877,9140169,16365.3201710549,group,38.275918606808
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1980,income,0,1980 - 1991,2.15,0.0,0.0,0.0,32.472833567004,24.830487350174,0.408308603303,0.020098563654,0.032864354828,0.044929877051,0.056978585226,0.069689033571,0.083945640613,0.10122462704,0.124679981781,0.163835630394,0.301753705842,23228918,,group,13.565243675087
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1986,income,0,1980 - 1991,2.15,0.011191321131,0.009824744059,0.008649883558,35.170307381073,25.367317164763,0.427977841774,0.017773314403,0.033569403307,0.043552599539,0.055175873855,0.066639947966,0.079847986557,0.097334625252,0.120927170481,0.163270370789,0.321908707851,26272907,,micro,13.833658582382
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1987,income,0,1980 - 1991,2.15,0.011860859178,0.007984910277,0.00646296696,32.147538841087,22.359614372325,0.452675117034,0.015682231592,0.030154731336,0.041190970776,0.051914435917,0.063450487171,0.077233106241,0.095154799969,0.11949634235,0.163303526515,0.342419368133,26797140,,micro,12.329807186163
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1991,income,0,1980 - 1991,2.15,0.009720286287,0.005882949151,0.004328441809,22.812175828199,15.114628280244,0.467544557541,0.017506222393,0.030553054099,0.040586304216,0.049992531891,0.060608772011,0.072389037449,0.088960293187,0.114115000688,0.159224643158,0.366064140909,28910601,,micro,8.707314140122
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1992,income,1,1992 - 1997,2.15,0.016737125255,0.010179479698,0.007893479838,23.006514598684,15.807516691566,0.454551668805,0.016104108599,0.030003207103,0.040702130136,0.05121605606,0.062101613959,0.076569020202,0.094130532589,0.120722536456,0.165611381407,0.342839413491,29386348,,micro,9.053758345783
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1993,income,1,1992 - 1997,2.15,0.019766661717,0.01060928252,0.007867679453,23.05489812696,16.156161376507,0.448434193232,0.014933279709,0.029657476042,0.040989360192,0.05218798285,0.064168021197,0.078970063125,0.096698499451,0.123451975214,0.167092506762,0.331850835459,29859584,6139.43515672298,micro,9.228080688254
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1994,income,1,1992 - 1997,2.15,0.019113265993,0.012563820475,0.010017256971,22.777278124919,15.622387410666,0.458984992718,0.015093777517,0.028806119101,0.039567230225,0.050678384047,0.06313502436,0.077172138939,0.094989525385,0.121058715857,0.165161188624,0.344337895946,30336257,6424.87141027683,micro,8.961193705333
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1995,income,1,1992 - 1997,2.15,0.038554343889,0.020245123591,0.014646522841,21.637654086435,14.441226038607,0.488787408388,0.011498089503,0.026301592457,0.036853010858,0.04733319459,0.059122319076,0.073580449644,0.09070547575,0.116851156005,0.168141997238,0.369612714879,30809888,6063.19657045336,micro,8.370613019303
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1996,income,1,1992 - 1997,2.15,0.042175671839,0.025194956691,0.019523964878,21.197699100931,13.854637260784,0.494914048035,0.010565498907,0.024805279079,0.035550818566,0.046428795482,0.058318955846,0.073008427123,0.091962471532,0.119781571321,0.170957987638,0.368620194507,31272164,6318.62332761053,micro,8.077318630392
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1997,income,1,1992 - 1997,2.15,0.037657508073,0.02027641081,0.015028077576,22.210445023843,14.835679516083,0.490858614701,0.010990756074,0.024661997171,0.035172054717,0.046868066038,0.059360109889,0.073082441931,0.092749415232,0.120743571303,0.172766547186,0.363605040458,31720057,6803.80069334549,micro,8.567839758041
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1998,income,2,1998 - 2002,2.15,0.039691887942,0.019467196435,0.013285318908,21.566738610765,13.572866920092,0.507132225206,0.010786583072,0.02342663088,0.033657111901,0.04434315124,0.056366815804,0.070634368249,0.090512835755,0.119577264154,0.170240200891,0.380455038054,32160222,6959.16995825289,micro,7.936433460046
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,1999,income,2,1998 - 2002,2.15,0.04187958437,0.022013949146,0.015805411803,20.55825287502,13.479604343421,0.497662957838,0.010880210892,0.024181836366,0.034633230425,0.04521424362,0.057958230787,0.072896410229,0.091842825301,0.120955272547,0.171038422346,0.370399317487,32603604,6741.99420777259,micro,7.88980217171
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,2000,income,2,1998 - 2002,2.15,0.049882613603,0.025471289854,0.017672998164,20.108347091978,12.820308261509,0.510386125623,0.009653649525,0.022372677112,0.032488026616,0.04327121775,0.055972971412,0.071745769516,0.09109785064,0.12205536664,0.174441140125,0.376901330664,33045629,6622.04746890035,micro,7.560154130754
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,2001,income,2,1998 - 2002,2.15,0.082347868249,0.042534498241,0.029814211781,18.519590828519,11.441447860802,0.532943099597,0.006847916188,0.019289922877,0.030166195843,0.040727813114,0.053433011067,0.069155519343,0.089952166558,0.120603819122,0.175206993482,0.394616642406,33480950,6173.61957818371,micro,6.870723930401
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPH,urban,2002,income,2,1998 - 2002,2.15,0.124471545388,0.047350123406,0.026465446579,13.007759577823,7.848625418884,0.537604421252,0.008949684961,0.018848289802,0.028988332577,0.040440896719,0.053276275896,0.068436154671,0.086830749184,0.116632656133,0.172623890831,0.404973069227,33910889,5230.98707466048,micro,5.074312709442
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2003,income,3,2003 - 2022,2.15,0.053636474127,0.019359304926,0.010617869236,18.388802943235,11.572902663729,0.509947160233,0.010673771006,0.022175582802,0.032116877377,0.0435865751,0.05568130014,0.071183304913,0.092447790417,0.122526887222,0.172135713324,0.377472197699,34330154,5600.19117402276,micro,6.936451331864
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2004,income,3,2003 - 2022,2.15,0.038789884305,0.012646907235,0.006676349008,19.821718180831,13.415482749043,0.48483650559,0.011979954705,0.023807918573,0.034664474016,0.046334369275,0.060004095389,0.075639199373,0.095640918777,0.12545935103,0.173478679431,0.352991039431,34747780,6070.24060137833,micro,7.857741374522
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2005,income,3,2003 - 2022,2.15,0.026837500489,0.00891236282,0.00471740219,21.803297461731,14.883712135723,0.478103869315,0.012543607977,0.02491787185,0.035695435836,0.047581494595,0.060861181713,0.076405911428,0.096366934074,0.124524363839,0.171469502049,0.349633696639,35175563,6451.96264700318,micro,8.591856067861
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2006,income,3,2003 - 2022,2.15,0.021735890893,0.007930970659,0.004316654106,24.171071651761,17.003905489617,0.464445569392,0.012866046409,0.026186127533,0.0374603043,0.049412295903,0.062910212159,0.078956386598,0.099322891928,0.125642522866,0.169270552028,0.337972660275,35608120,7085.16602872579,micro,9.651952744809
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2007,income,3,2003 - 2022,2.15,0.017975101322,0.006503314926,0.003770600477,24.932443048139,17.5833188486,0.462826777285,0.013919882055,0.026676950017,0.037135092266,0.049283855226,0.062915868384,0.078841107176,0.099171417158,0.12522239212,0.169467124823,0.337366310774,36034446,7669.27329593239,micro,9.9416594243
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2008,income,3,2003 - 2022,2.15,0.016375881253,0.006083494393,0.003454184223,25.518639707929,18.386514688128,0.449868295686,0.014039242248,0.02772296428,0.039417265728,0.051436489004,0.064606735749,0.080358271122,0.09996101877,0.127461149909,0.170333186418,0.324663676772,36459843,8143.67376678509,micro,10.343257344064
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2009,income,3,2003 - 2022,2.15,0.015534867224,0.005261335535,0.002872910243,26.410484782155,19.652662053021,0.437590003805,0.014450532922,0.028518470991,0.04070162259,0.053151874607,0.066960929028,0.0826061006,0.101656903762,0.128110108283,0.170666528628,0.313176928589,36897033,7626.36003840856,micro,10.976331026511
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2010,income,3,2003 - 2022,2.15,0.007465409302,0.002880128262,0.001745349098,27.218482472128,20.200412016773,0.436765980546,0.015853131836,0.029584896931,0.040883171976,0.05295587981,0.066422977988,0.082133792028,0.100527312595,0.125224088057,0.168796794043,0.317617954737,37055902,8457.96700369092,micro,11.250206008387
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2011,income,3,2003 - 2022,2.15,0.007113769615,0.002802583868,0.001688998735,28.951712483965,21.535973047294,0.427379566726,0.017040101077,0.030643994838,0.041962826876,0.054124702352,0.067217190295,0.08286848471,0.101078006081,0.126373087194,0.168624868893,0.310066737683,37543830,9144.32049404601,micro,11.917986523647
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2012,income,3,2003 - 2022,2.15,0.006470466274,0.00287872987,0.001813961017,28.692217500466,21.849130675674,0.414373928311,0.017337350464,0.032209788558,0.043596793097,0.055575225113,0.068838298301,0.084848435419,0.10352468628,0.128166163932,0.168311120114,0.297592138722,38027774,9141.32692467183,micro,12.074565337837
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2013,income,3,2003 - 2022,2.15,0.006666751344,0.002783581533,0.001790946258,28.715550594911,22.084641804827,0.410865078127,0.017711461107,0.032231796382,0.043733724846,0.056054673733,0.069786958045,0.085556584423,0.104131786827,0.128466292568,0.167677087797,0.294649634272,38509756,9368.5477700906,micro,12.192320902414
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2014,income,3,2003 - 2022,2.15,0.006047794552,0.002647296139,0.001706085037,26.782133645302,20.105285591214,0.418225279896,0.018167349891,0.032001898074,0.042966807721,0.054203209965,0.067959947533,0.083479697253,0.102742967135,0.128255094961,0.169482904132,0.300740123335,38990109,8862.27025201094,micro,11.202642795607
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2016,income,3,2003 - 2022,2.15,0.006968851857,0.002832644545,0.001789951951,27.789937817018,20.881012097866,0.423450476005,0.01740374357,0.031273707756,0.042649902783,0.054474075541,0.06771483427,0.083050289596,0.101206478776,0.127032709332,0.168162722147,0.307031536229,39940546,8922.06360269184,micro,11.590506048933
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2017,income,3,2003 - 2022,2.15,0.00603796313,0.002312384585,0.001492270486,29.094982704798,21.996168406018,0.414348367311,0.017548829366,0.032566029584,0.043959554379,0.05571684154,0.068951729247,0.084142392622,0.102492566487,0.1272816779,0.167812852997,0.29952752588,40410674,9197.19895562786,micro,12.148084203009
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2018,income,3,2003 - 2022,2.15,0.010443242816,0.003775659874,0.002085721067,26.221883850078,19.941987736339,0.417190074089,0.017158117492,0.031782060611,0.043693624217,0.055548844993,0.068642453331,0.084405870561,0.102365252026,0.127631695913,0.167289111259,0.301482969597,40877099,8899.789527597,micro,11.12099386817
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2019,income,3,2003 - 2022,2.15,0.011097424233,0.004005465787,0.002306397213,25.535927102058,18.919566286129,0.433141764144,0.016200998819,0.029992045558,0.041478657253,0.053145785918,0.066536463162,0.082255235443,0.100869065478,0.126989079294,0.169085265833,0.313447403243,41339571,8271.92477105359,micro,10.609783143065
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2020,income,3,2003 - 2022,2.15,0.011731251516,0.003668785252,0.002168788331,22.276253706611,16.61694259541,0.427437579198,0.017138727235,0.03025249598,0.041502014538,0.052909625926,0.066882054823,0.082771019088,0.103158416871,0.128358674407,0.17073659307,0.306290378062,41796990,7194.98371026465,micro,9.458471297705
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2021,income,3,2003 - 2022,2.15,0.008942179246,0.004110785995,0.002517836729,24.203713666367,17.896223868401,0.424455905717,0.017948363269,0.032305547577,0.043177225466,0.054526548199,0.066748728155,0.082031811597,0.100454491561,0.124943815716,0.16538586183,0.312477606631,42248949,7865.00251137543,micro,10.098111934201
Latin America & Caribbean,LAC,Argentina,ARG,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,2.15,0.006118898376,0.002417382958,0.001413071707,22.859619835098,17.290492960157,0.407364927914,0.020077869286,0.034320546949,0.045113715359,0.056079992409,0.068483174318,0.083247052142,0.101138118744,0.125835589766,0.167513129181,0.298190811846,42696478,8545.85863410871,micro,9.795246480079
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,1996,income,0,1996,2.15,0.14373,0.030539989239,0.008666342944,6.76833557673,4.665916449546,0.444185809307,0.022959633634,0.032357089069,0.041861543177,0.051872932928,0.062905966131,0.075751262237,0.091851570973,0.114447299049,0.153778059132,0.352214643671,3298898,999.075637007397,group,3.482958224773
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,1999,consumption,1,1999 - 2018,2.15,0.11899413795,0.028327981473,0.009963298145,5.100736093031,3.926315488913,0.362197242998,0.030441493865,0.045177440502,0.054017480836,0.061943227072,0.071628768181,0.082704833532,0.09662053343,0.115756645736,0.145465464801,0.296244112044,3206030,1172.33562339947,micro,3.113157744456
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2001,consumption,1,1999 - 2018,2.15,0.139747493762,0.030136789266,0.010191808104,4.846677313434,3.77170135931,0.353643589726,0.031956956022,0.045404731644,0.054950129081,0.063824262384,0.073175240994,0.083202074871,0.095148355488,0.113337319339,0.14845148939,0.290549440787,3133133,1391.49366166695,micro,3.035850679655
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2002,consumption,1,1999 - 2018,2.15,0.099666040493,0.021111412493,0.007153839728,5.084001243336,3.955772554077,0.347796743436,0.03337488892,0.047095046645,0.056050358022,0.064293219314,0.073107911818,0.082873065037,0.095237507835,0.112933675731,0.145076118869,0.289958207809,3105037,1520.33895534797,micro,3.127886277038
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2003,consumption,1,1999 - 2018,2.15,0.075395174709,0.011541281633,0.003161880456,5.225257117722,4.167549150612,0.330280868704,0.036850178769,0.049812717025,0.058331510706,0.066138127035,0.074858647913,0.084574520712,0.095672285888,0.11223057433,0.13957827739,0.281953160232,3084102,1641.79682773135,micro,3.233774575306
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2004,consumption,1,1999 - 2018,2.15,0.053178055283,0.01230439111,0.004484710293,6.478400022102,4.83001696658,0.375056325361,0.030765503911,0.045093383538,0.053264534467,0.061467297676,0.070132204639,0.079689060095,0.092522850541,0.109448754429,0.140779039795,0.316837370909,3065745,1798.62915074421,micro,3.56500848329
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2005,consumption,1,1999 - 2018,2.15,0.02629570387,0.006001232169,0.00208074946,7.138377746884,5.437999035889,0.359923534438,0.033347215216,0.047180786275,0.055359232192,0.062842288753,0.071251981695,0.081024223341,0.092647076135,0.109650826786,0.138962479089,0.307733890519,3047246,1974.02469793434,micro,3.868999517944
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2006,consumption,1,1999 - 2018,2.15,0.019985935161,0.00322876694,0.000906947166,6.89028174669,5.837728596836,0.297099847661,0.0373184228,0.051997889662,0.061383033027,0.070082219179,0.079543303351,0.090486483471,0.102488805132,0.118822569642,0.143392063851,0.244485209884,3026486,2152.3729340267,micro,4.068864298418
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2007,consumption,1,1999 - 2018,2.15,0.015362026096,0.002813544865,0.000955683853,7.675123710191,6.397478455555,0.312260582589,0.035137657055,0.048931258568,0.058900724098,0.069153709183,0.078579251396,0.088493709068,0.101282227624,0.119473970675,0.148931487088,0.251116005246,3004393,2454.910059604,micro,4.348739227778
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2008,consumption,1,1999 - 2018,2.15,0.008796942479,0.00189145614,0.000631720252,7.844795081321,6.65931854872,0.291881417271,0.038564273849,0.052641109413,0.060804488034,0.069920447523,0.079496954558,0.090615232997,0.104154980997,0.120272018564,0.146792076581,0.236738417484,2983421,2604.74040252939,micro,4.47965927436
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2009,consumption,1,1999 - 2018,2.15,0.012476557322,0.001970875417,0.000487946727,6.972357532389,5.956917663294,0.280158774016,0.03993319895,0.053822491798,0.063285806304,0.071703963943,0.080772973134,0.09099990726,0.103701505917,0.120450615984,0.146202231994,0.229127304717,2964296,2504.45142316674,micro,4.128458831647
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2010,consumption,1,1999 - 2018,2.15,0.009514653458,0.001503499293,0.000460758847,7.118401440702,5.921674201432,0.299925823432,0.038912133863,0.052170218466,0.060713954387,0.069741224067,0.079075616848,0.088598498273,0.100404056815,0.116596135823,0.143469585452,0.250318576006,2946293,2615.50592813336,micro,4.110837100716
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2011,consumption,1,1999 - 2018,2.15,0.011850709377,0.001864189136,0.000475215907,7.266699730845,6.1817682124,0.2935294582,0.038346391607,0.052046453898,0.061376994429,0.070665992219,0.079897266766,0.090032420679,0.102408855028,0.119627383323,0.146033506256,0.239564735795,2928976,2694.11200268983,micro,4.2408841062
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2012,consumption,1,1999 - 2018,2.15,0.008322223493,0.001569495111,0.000515085091,7.527843457668,6.372939945212,0.296022614259,0.037941399782,0.052000208294,0.061124712756,0.070710766794,0.080107577182,0.090574248566,0.102309643065,0.117900229502,0.141966102132,0.245365111928,2914421,2953.45330814112,micro,4.336469972606
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2013,consumption,1,1999 - 2018,2.15,0.017382651756,0.003448683744,0.00114826115,7.810947099477,6.597412922211,0.305796631523,0.035656488728,0.050597542111,0.05980256281,0.0690568985,0.079253785363,0.089870297551,0.102607257812,0.119254083799,0.147114123289,0.246786960037,2901385,3017.2915192404,micro,4.448706461106
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2014,consumption,1,1999 - 2018,2.15,0.014391430834,0.002208280288,0.000601240614,8.011235235286,6.733072195843,0.314832906537,0.035171949771,0.04935105795,0.058482591151,0.068140387399,0.078556130416,0.090079471655,0.10188850471,0.117786787424,0.14311813433,0.257424985193,2889930,3077.42803930291,micro,4.516536097922
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2015,consumption,1,1999 - 2018,2.15,0.011463600683,0.002138460817,0.000739090602,8.588196247777,7.108039250798,0.323567717962,0.033806357191,0.048414778966,0.057696462838,0.067951917813,0.078136969898,0.089224735625,0.101510099983,0.116418459814,0.139508010076,0.267332207796,2878595,2856.50544757256,micro,4.704019625399
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2016,consumption,1,1999 - 2018,2.15,0.011079465678,0.001524025406,0.000435949806,9.041171659143,7.711447342963,0.325479483558,0.03266812622,0.045870383421,0.055160370419,0.065995310176,0.078963546974,0.091466403863,0.105783480429,0.122588696871,0.148758377594,0.252745304034,2865835,2811.08445507065,micro,5.005723671481
Europe & Central Asia,ECA,Armenia,ARM,national,ILCS,national,2017,consumption,1,1999 - 2018,2.15,0.007856545904,0.00133866736,0.000355074413,8.796435702745,6.969825454498,0.336218373633,0.034977182991,0.048822850652,0.057705961606,0.065947609592,0.074581001683,0.084513695132,0.096101051659,0.113323869176,0.140341203095,0.283685574415,2851923,3219.42996275417,micro,4.634912727249
